Branch_Name,Region,Month,Employees,Total_Customers,Product_Type,Revenue,Expenses,Profit,Customer_Satisfaction
Branch_13,South,27-07-2024,61,2262,Loans,1486583.98,1060833.43,425750.55,89.37
Branch_11,West,05-05-2023,28,3128,Credit Cards,2890209.22,2662361.02,227848.2,82.65
Branch_18,North,09-04-2024,64,6907,Investments,3506515.25,3462868.78,43646.47,61.54
Branch_5,Central,28-03-2024,117,3028,Insurance,4034291.33,3489678.88,544612.45,79.32
Branch_19,South,27-09-2023,22,4717,Loans,1466274.96,943000.21,523274.75,69.12
Branch_19,East,24-07-2024,108,2904,Insurance,4841037.13,807434.34,4033602.79,71.99
Branch_15,Central,08-11-2023,88,4135,Investments,4945997.42,2696624.64,2249372.78,64.48
Branch_15,East,11-05-2024,48,5396,Loans,1142236.45,2221761.53,-1079525.08,80.54
Branch_4,East,26-08-2023,94,1540,Insurance,2945781.76,3716178.4,-770396.64,89.54
Branch_9,Central,08-02-2024,77,2953,Credit Cards,552240.57,3015243.51,-2463002.94,94.58
Branch_1,North,07-05-2023,67,957,Credit Cards,4901105.65,629969.84,4271135.81,97.31
Branch_17,North,26-01-2023,80,2922,Credit Cards,2004238.22,2770490.63,-766252.41,91.94
Branch_18,East,25-09-2023,17,1574,Loans,2578391.66,298448.07,2279943.59,96.17
Branch_6,North,23-05-2023,90,5698,Loans,1270229.46,404176.87,866052.59,90.76
Branch_6,West,24-05-2023,74,5047,Deposits,3754676.5,183510.13,3571166.37,68.36
Branch_16,North,20-12-2023,87,7180,Deposits,2687421.07,2545957.33,141463.74,65.52
Branch_2,North,13-11-2023,15,6313,Deposits,2395413.3,1434450.55,960962.75,73.57
Branch_2,East,20-06-2023,78,7810,Loans,2693128.66,3065112.58,-371983.92,62.87
Branch_8,West,12-01-2023,74,3136,Insurance,1418115.39,3670697.69,-2252582.3,71.89
Branch_19,Central,07-05-2023,39,4223,Insurance,3182992.43,3624882.14,-441889.71,79.35
Branch_8,South,05-07-2024,27,2522,Investments,2993713.2,3031225.58,-37512.38,80.23
Branch_14,North,13-05-2024,46,1274,Investments,2505214.38,215385.87,2289828.51,99.24
Branch_14,East,19-05-2023,71,3094,Deposits,3596585.16,1359091.15,2237494.01,78.25
Branch_11,West,21-01-2024,101,2659,Deposits,3101431.5,2161109.45,940322.05,67.06
Branch_20,North,09-05-2023,109,782,Credit Cards,3636269.44,2193920.74,1442348.7,92.55
Branch_2,East,01-07-2023,61,6702,Loans,4171835.75,2767094.33,1404741.42,91.63
Branch_15,East,18-10-2023,111,1478,Loans,2309891.26,2485128.36,-175237.1,91.91
Branch_14,Central,18-05-2024,71,2330,Loans,2042223.05,325090.03,1717133.02,79.96
Branch_8,South,30-03-2024,46,4339,Insurance,4599308.52,148384.19,4450924.33,96.5
Branch_20,North,15-01-2023,50,6009,Deposits,3891762.02,1539741.67,2352020.35,78.63
Branch_3,West,14-03-2024,20,6030,Insurance,2881811.43,3459585.15,-577773.72,69.38
Branch_2,West,24-02-2024,33,5419,Credit Cards,959009.77,1927443.29,-968433.52,65.75
Branch_5,East,16-06-2024,100,4349,Deposits,1245117.78,1117146.85,127970.93,95.23
Branch_13,West,04-07-2024,119,6212,Loans,1867192.68,3730646.78,-1863454.1,80.58
Branch_8,Central,22-02-2024,108,5506,Investments,3112950.22,1451788.21,1661162.01,77.33
Branch_8,South,21-04-2024,24,4288,Investments,2907389.47,2534601.61,372787.86,85.49
Branch_16,South,17-01-2024,72,5201,Credit Cards,4739676.82,2868197.62,1871479.2,92.77
Branch_16,North,09-05-2024,119,3371,Investments,1112995.67,1640149.67,-527154,91.03
Branch_8,South,02-06-2023,60,4325,Insurance,2549767.69,1722071.77,827695.92,78.18
Branch_5,North,07-02-2023,110,4712,Insurance,4048340.29,2986310.47,1062029.82,87.37
Branch_12,North,15-11-2023,70,2191,Deposits,3368239.21,3357661.51,10577.7,69.05
Branch_7,North,14-04-2023,80,1810,Deposits,3248426.37,775652.74,2472773.63,79.41
Branch_13,South,17-11-2023,29,946,Credit Cards,4220573.54,492618.97,3727954.57,69.13
Branch_1,West,11-10-2023,101,2167,Loans,3537576.11,2591388.57,946187.54,76.09
Branch_16,West,02-08-2023,83,1106,Deposits,3322170.26,2336476.37,985693.89,67.16
Branch_6,South,13-08-2023,36,3973,Credit Cards,916880.49,1672726.46,-755845.97,72.52
Branch_15,East,16-01-2024,18,7853,Loans,927286.3,3567791.45,-2640505.15,82.98
Branch_18,West,12-05-2023,32,7506,Insurance,772718.93,3702433.48,-2929714.55,92.99
Branch_9,West,14-05-2024,41,3530,Investments,1253664.83,2959634.2,-1705969.37,69.81
Branch_12,North,23-07-2023,91,3788,Credit Cards,2890767.71,3920874.6,-1030106.89,86.72
Branch_20,South,28-07-2023,42,880,Loans,3145193.51,3191990.64,-46797.13,94.19
Branch_13,Central,01-05-2023,82,4309,Loans,2035376.87,1306818.69,728558.18,94.95
Branch_3,East,14-01-2023,28,4402,Investments,3391530.58,3828254.88,-436724.3,86.84
Branch_7,West,29-06-2024,59,7722,Loans,2125286.4,2049714.06,75572.34,89.52
Branch_15,Central,14-04-2024,96,7586,Credit Cards,3969974.03,1612836.05,2357137.98,94.16
Branch_2,North,03-11-2023,78,5051,Loans,4989931.25,1621147.43,3368783.82,69.33
Branch_11,South,21-12-2023,44,7744,Loans,1824322.82,2200169.47,-375846.65,98.86
Branch_6,Central,07-04-2023,39,2942,Deposits,972867.21,1213327.95,-240460.74,70.6
Branch_1,West,03-03-2023,24,3948,Loans,672954.03,2260788.55,-1587834.52,73.44
Branch_2,West,27-01-2024,103,593,Deposits,2126653.44,331869.64,1794783.8,87.38
Branch_15,West,22-11-2023,117,669,Investments,1855606.91,2631061.41,-775454.5,86.16
Branch_19,North,30-06-2024,55,7134,Insurance,4306553.51,2147523.69,2159029.82,73.26
Branch_2,Central,02-04-2023,34,6706,Deposits,1222396.51,2158229.92,-935833.41,98.71
Branch_2,East,10-11-2023,24,7695,Credit Cards,2877082.76,3440377.51,-563294.75,97.22
Branch_10,South,12-04-2023,63,4922,Insurance,1900560.02,3954772,-2054211.98,68.62
Branch_3,North,06-01-2024,43,3042,Insurance,1593600.25,3319243.1,-1725642.85,60.61
Branch_12,East,18-01-2024,70,7202,Investments,3436492.33,3708055.03,-271562.7,75.73
Branch_14,North,26-05-2024,110,6340,Insurance,2568975.09,866389.78,1702585.31,96.74
Branch_1,South,20-02-2024,23,5827,Credit Cards,3209021.85,1813606.47,1395415.38,70.64
Branch_16,North,18-07-2023,81,6493,Insurance,1395652.66,346222.24,1049430.42,87.71
Branch_1,West,28-02-2024,96,6133,Credit Cards,1820092.49,965556.87,854535.62,70.84
Branch_16,West,19-01-2023,81,7306,Investments,3594111.27,3670385.31,-76274.04,70
Branch_17,South,28-06-2023,83,3721,Insurance,1283321.07,2760664.54,-1477343.47,69.79
Branch_14,East,18-07-2024,28,3101,Investments,2016938.39,1588557.76,428380.63,76.68
Branch_17,Central,04-01-2023,115,3312,Investments,1186020.74,2085526.26,-899505.52,95.39
Branch_13,South,28-06-2023,21,4142,Loans,951060.04,3656018.17,-2704958.13,61.9
Branch_11,Central,21-07-2024,89,5899,Insurance,1850816.78,1828656.7,22160.08,93.87
Branch_5,South,29-10-2023,47,3410,Deposits,3445674.02,2653915.04,791758.98,97.47
Branch_9,South,20-08-2024,85,6377,Investments,4251406.77,3904153.85,347252.92,90.05
Branch_7,East,15-06-2023,113,4687,Insurance,2181840.74,3518482.71,-1336641.97,90.38
Branch_11,East,27-06-2023,84,2650,Deposits,4082963.83,2395751.23,1687212.6,71.25
Branch_20,North,12-08-2024,45,5188,Insurance,3005141.66,3970192.3,-965050.64,89.67
Branch_11,North,02-01-2023,79,1892,Credit Cards,3634483.21,2790493.69,843989.52,71.13
Branch_12,Central,26-02-2023,107,4588,Loans,4686322.82,311504.42,4374818.4,70.25
Branch_6,West,13-07-2024,53,3672,Loans,3119102.67,1617022.33,1502080.34,90.77
Branch_3,West,17-08-2023,67,5162,Investments,4625378.2,373116.53,4252261.67,69.69
Branch_1,Central,08-01-2023,102,6575,Deposits,2123136.93,2745787.86,-622650.93,67.4
Branch_14,South,08-02-2023,114,1739,Credit Cards,2740565.24,3354466.1,-613900.86,84.9
Branch_7,South,30-06-2023,37,886,Deposits,3493605.51,1262941.5,2230664.01,82.49
Branch_7,East,11-04-2023,56,780,Loans,863133.04,706254.08,156878.96,96.69
Branch_6,East,03-05-2023,21,7073,Insurance,2735265.91,1194342.72,1540923.19,69.03
Branch_18,East,03-05-2024,30,5999,Deposits,1711788.38,1153139.03,558649.35,61.67
Branch_4,North,10-07-2024,105,5422,Credit Cards,671390.06,772946.02,-101555.96,95.41
Branch_16,Central,12-06-2024,116,2000,Loans,4302040.71,416184.59,3885856.12,95.07
Branch_7,Central,25-04-2024,120,2751,Loans,4573935.5,1125351.13,3448584.37,90.91
Branch_6,East,21-04-2024,87,2987,Loans,2667874.32,3312695.82,-644821.5,65.04
Branch_4,North,26-09-2023,72,724,Investments,1699071.54,1046028.36,653043.18,73.51
Branch_3,East,28-12-2023,109,1374,Insurance,3899820.09,482718.36,3417101.73,82.02
Branch_5,Central,24-05-2023,34,7097,Investments,3170756.88,1059646.65,2111110.23,73.81
Branch_6,West,07-01-2024,109,4483,Loans,4265898.04,2534916.73,1730981.31,89.74
Branch_20,Central,28-06-2024,66,3792,Investments,4486324.21,170838.59,4315485.62,96.34
Branch_16,East,12-06-2023,65,2973,Insurance,1669117.35,2337367.29,-668249.94,65.88
Branch_18,Central,19-05-2024,115,5211,Deposits,1891750.15,3592703.55,-1700953.4,90.76
Branch_11,East,04-01-2024,46,2601,Deposits,760379.02,2418124.04,-1657745.02,75.34
Branch_20,North,20-03-2023,22,5786,Credit Cards,2124310.14,240935.76,1883374.38,63.45
Branch_15,West,31-07-2024,114,7145,Credit Cards,3796991.83,701565.83,3095426,94.48
Branch_9,West,18-10-2023,108,2361,Loans,3887861.9,1470924.1,2416937.8,61.61
Branch_16,Central,08-02-2024,31,4422,Investments,2254653,3028532.98,-773879.98,69.08
Branch_7,South,10-04-2023,61,3071,Investments,1860688.32,658647.61,1202040.71,78.4
Branch_10,West,01-10-2023,72,3924,Loans,766523.2,1358978.88,-592455.68,96.43
Branch_12,North,22-12-2023,82,2302,Investments,3774616.52,1145054.52,2629562,74.34
Branch_1,South,15-12-2023,109,5233,Credit Cards,1971691.89,2110044.03,-138352.14,79.88
Branch_13,South,03-08-2024,104,7760,Credit Cards,2762614.36,2554630.09,207984.27,62.71
Branch_19,South,22-09-2023,117,566,Loans,2756234.7,714144.98,2042089.72,81.95
Branch_16,North,28-03-2023,68,5821,Insurance,3760543.38,3104913.34,655630.04,68.1
Branch_5,West,27-08-2023,65,1877,Deposits,2532220.9,173926.56,2358294.34,63.26
Branch_16,West,25-03-2024,73,3075,Insurance,2140673.67,1236082.69,904590.98,79.11
Branch_1,Central,02-01-2024,99,7666,Investments,1409020.52,3229135.55,-1820115.03,98.05
Branch_18,Central,08-11-2023,110,3371,Deposits,3392151.28,1072789.79,2319361.49,97.48
Branch_12,North,26-12-2023,100,2808,Insurance,3908106.25,2197839.86,1710266.39,88.35
Branch_7,North,26-09-2023,49,2418,Deposits,532484.06,2390603.26,-1858119.2,67.99
Branch_2,West,25-06-2024,109,3430,Insurance,4925927.09,1353708.4,3572218.69,62.1
Branch_16,South,14-08-2023,51,4810,Loans,613365.94,1517527.46,-904161.52,74.52
Branch_13,East,02-08-2024,42,3579,Insurance,1834254.12,2359407.12,-525153,61.78
Branch_11,East,12-03-2024,118,1307,Insurance,1263767.7,497295.07,766472.63,71.15
Branch_11,North,06-11-2023,74,1364,Deposits,2783109.2,2617180.22,165928.98,79.5
Branch_15,North,25-06-2024,64,7857,Loans,1874865.09,2146020.55,-271155.46,94.39
Branch_7,East,25-01-2023,113,7665,Loans,3509357.02,1858787.05,1650569.97,68.6
Branch_6,South,07-05-2023,92,6865,Loans,4223741.16,3064062.07,1159679.09,78.33
Branch_8,West,24-01-2024,32,3439,Deposits,4076244.05,1128963.57,2947280.48,64.57
Branch_15,North,06-05-2024,89,2365,Deposits,1355711.65,2016386.97,-660675.32,65.91
Branch_20,West,17-08-2024,120,1711,Investments,3652529.08,927105.38,2725423.7,72.65
Branch_16,Central,05-04-2023,115,5972,Investments,3381897.72,324728.66,3057169.06,88.65
Branch_12,West,01-07-2023,73,2250,Insurance,1972109.82,3546441.52,-1574331.7,68.94
Branch_16,North,29-08-2023,119,1232,Credit Cards,713631.19,342094.99,371536.2,67.26
Branch_16,West,20-01-2024,38,3190,Investments,1386017.01,741438.04,644578.97,98.68
Branch_7,West,26-01-2024,15,2092,Insurance,3222649.25,833778.49,2388870.76,90.54
Branch_13,West,18-03-2023,49,7694,Loans,4030264.04,3239180.97,791083.07,73.86
Branch_9,North,08-08-2024,115,923,Investments,772679.6,1573274.02,-800594.42,93.39
Branch_2,Central,07-04-2024,119,1940,Loans,2630182.78,1140158.93,1490023.85,84.65
Branch_4,North,28-08-2023,96,2222,Insurance,3873632.23,2572594.11,1301038.12,81.77
Branch_1,East,01-11-2023,48,5322,Insurance,2525940.45,3989372.98,-1463432.53,67.03
Branch_14,South,21-08-2023,49,7669,Credit Cards,3413449,2092966.18,1320482.82,86.19
Branch_8,South,17-11-2023,63,2869,Loans,4037392.25,2333504.13,1703888.12,80.68
Branch_4,South,26-05-2023,119,5256,Credit Cards,842585.45,2207042.1,-1364456.65,90.79
Branch_15,West,12-07-2023,62,7601,Loans,4419163.66,303321.49,4115842.17,77.94
Branch_3,South,18-06-2023,115,4986,Investments,4586365.18,1140068.8,3446296.38,86.85
Branch_16,Central,02-11-2023,89,6815,Deposits,657322.08,2406465.27,-1749143.19,77.97
Branch_11,Central,11-05-2023,83,7733,Investments,2698188.27,3264654.69,-566466.42,68.22
Branch_17,Central,06-06-2023,115,2858,Credit Cards,4143806.71,1570604.95,2573201.76,60.5
Branch_10,West,03-10-2023,90,4678,Investments,2142332.94,2761320.65,-618987.71,86.62
Branch_14,North,17-09-2023,55,1719,Credit Cards,2012424.51,3502015.4,-1489590.89,99.79
Branch_2,South,17-01-2024,28,1146,Loans,2949991.01,3774933.57,-824942.56,81.4
Branch_8,South,19-11-2023,101,7820,Credit Cards,1601730.32,3224852.23,-1623121.91,71.98
Branch_4,East,20-01-2023,117,528,Deposits,2023220.05,1559077.3,464142.75,85.72
Branch_2,Central,05-07-2023,95,1294,Loans,3181207.11,3829349.68,-648142.57,95.08
Branch_5,West,25-05-2023,15,7859,Loans,2691732.74,571159.5,2120573.24,70.38
Branch_17,Central,04-10-2023,73,1858,Investments,3256885.37,1037721.05,2219164.32,99.23
Branch_6,Central,01-05-2023,92,2708,Investments,4947118.11,611139.44,4335978.67,94.48
Branch_3,South,18-02-2024,103,540,Loans,1437120.75,1449797.87,-12677.12,87.61
Branch_3,South,07-11-2023,101,4356,Deposits,2033394.34,2673788.44,-640394.1,74.94
Branch_9,Central,18-08-2023,65,6763,Credit Cards,2432604.12,536013.59,1896590.53,77
Branch_5,East,09-04-2023,60,5584,Deposits,2845561.43,3425678.02,-580116.59,95.1
Branch_6,East,12-02-2023,83,4598,Deposits,2472382.53,447720,2024662.53,62.01
Branch_10,North,11-10-2023,82,2566,Credit Cards,532592.07,3048562.69,-2515970.62,71.29
Branch_5,Central,17-07-2024,120,769,Loans,3322836.31,3166204.88,156631.43,61.07
Branch_13,North,29-12-2023,35,7550,Investments,1217818.93,959289.63,258529.3,60.89
Branch_20,North,26-06-2023,102,3438,Insurance,1977019.94,447137.92,1529882.02,92.59
Branch_10,West,22-02-2024,26,6633,Credit Cards,965331.3,3391915.77,-2426584.47,97.23
Branch_3,West,11-08-2023,85,6135,Loans,1417832.36,1348656.26,69176.1,87.48
Branch_12,West,18-12-2023,78,6468,Loans,2266898.18,2781842.66,-514944.48,86.05
Branch_10,East,19-06-2024,116,1459,Insurance,2038173.16,2454254.17,-416081.01,68.88
Branch_18,North,01-02-2024,58,7578,Loans,3172045.5,479367.34,2692678.16,65.92
Branch_3,West,24-09-2023,108,1786,Deposits,3656472.31,3750400.05,-93927.74,64.24
Branch_19,South,13-06-2024,29,3734,Loans,3224132.96,1045224.35,2178908.61,66.79
Branch_8,East,29-04-2024,76,2041,Deposits,931108.19,1099344.04,-168235.85,73.21
Branch_9,North,13-07-2023,95,664,Investments,2836316.93,3212652.56,-376335.63,89.46
Branch_9,East,31-08-2023,23,6613,Deposits,3184147.31,402079.71,2782067.6,94.3
Branch_11,East,08-05-2023,109,3087,Deposits,1471499.1,404310.44,1067188.66,86.85
Branch_2,West,16-11-2023,113,7599,Investments,1370355.37,3203891.79,-1833536.42,87.02
Branch_10,South,09-05-2024,38,2470,Loans,2868380.36,346312.56,2522067.8,98.24
Branch_5,Central,21-04-2024,103,4540,Investments,4394752,3022952.04,1371799.96,72.19
Branch_11,North,11-07-2024,60,2905,Loans,3434167.22,2132402.29,1301764.93,79.61
Branch_1,West,31-05-2023,26,6585,Deposits,2013270.62,3895090.25,-1881819.63,76.6
Branch_19,South,01-08-2024,41,7716,Investments,3116325.3,2144431.69,971893.61,61.6
Branch_4,West,28-02-2023,30,7411,Credit Cards,2121225.21,2948806.48,-827581.27,96.69
Branch_4,East,03-09-2023,59,6416,Insurance,2492040.4,3987772.65,-1495732.25,65.82
Branch_19,South,05-09-2023,39,2883,Insurance,878808.77,1441055.68,-562246.91,63.09
Branch_6,East,11-03-2024,39,3859,Loans,3388414.31,3108259.31,280155,65.57
Branch_7,South,23-10-2023,36,1950,Credit Cards,2464843.05,2567387.85,-102544.8,90.86
Branch_19,North,24-12-2023,83,773,Credit Cards,1109691.3,2985457.68,-1875766.38,99.82
Branch_6,Central,20-04-2024,20,6271,Insurance,3117128.87,1566740.94,1550387.93,96.9
Branch_6,West,11-07-2023,56,3896,Insurance,1267521.02,1901669.44,-634148.42,64.83
Branch_10,North,10-04-2023,41,5482,Insurance,3047340.29,2216094.72,831245.57,88.9
Branch_3,West,14-03-2024,15,3005,Investments,4744139,468377.93,4275761.07,95.14
Branch_16,East,17-09-2023,46,5071,Investments,2810355.73,283974.24,2526381.49,99.3
Branch_13,South,29-06-2023,107,7085,Deposits,2224269.63,760615.24,1463654.39,99.73
Branch_19,Central,06-07-2023,23,1611,Investments,2042426.69,2950962.87,-908536.18,61.62
Branch_3,South,31-01-2024,63,6094,Loans,1195197.45,3527604.85,-2332407.4,76.5
Branch_2,East,04-11-2023,42,721,Investments,1226562.91,620214.47,606348.44,76.65
Branch_20,South,11-01-2024,113,2948,Insurance,2119935.93,3575803.25,-1455867.32,77.45
Branch_14,North,08-10-2023,107,1417,Credit Cards,4183417,842981.62,3340435.38,80.3
Branch_8,South,02-11-2023,17,5918,Loans,1507037,1369036,138001,98.26
Branch_11,Central,06-04-2024,78,1054,Loans,737659.75,1378384.11,-640724.36,86.78
Branch_8,West,17-03-2023,94,6346,Insurance,4373174.88,2390624.61,1982550.27,83.41
Branch_4,North,23-12-2023,111,5802,Insurance,4195437.29,487551.29,3707886,88.54
Branch_17,East,06-04-2024,91,3402,Credit Cards,1052255.73,876961.24,175294.49,98.64
Branch_4,Central,06-12-2023,27,2459,Loans,4705999.85,1979956.28,2726043.57,95.99
Branch_3,West,07-01-2023,64,4311,Loans,2550883.22,686050.79,1864832.43,62.98
Branch_17,East,14-07-2023,50,4145,Investments,4923387.65,2595177.66,2328209.99,87.99
Branch_8,West,27-05-2023,111,3849,Loans,3764254.29,3667465.48,96788.81,71.99
Branch_2,North,14-06-2024,15,5281,Insurance,3021982.59,2416612.88,605369.71,64.74
Branch_20,West,26-05-2024,63,1276,Credit Cards,2962249.93,1347843.3,1614406.63,62.66
Branch_1,South,05-11-2023,116,557,Loans,696780.17,3597680.21,-2900900.04,68.72
Branch_3,East,10-04-2023,98,620,Deposits,2096216.14,272395.04,1823821.1,71.04
Branch_2,Central,24-11-2023,77,2503,Deposits,792714.95,3716568.53,-2923853.58,99.54
Branch_2,West,03-11-2023,52,6372,Loans,884316.45,3277491.39,-2393174.94,83.62
Branch_5,West,17-12-2023,24,6452,Investments,3470991.01,2572718,898273.01,89.76
Branch_3,East,07-03-2023,66,3016,Loans,2809562.16,589885.74,2219676.42,75.32
Branch_10,North,10-02-2023,100,7912,Deposits,1679869.18,3034432.99,-1354563.81,99.27
Branch_15,South,02-11-2023,29,4762,Credit Cards,3940416.21,3563259.47,377156.74,83.85
Branch_19,North,06-02-2023,78,1033,Deposits,4355784.83,3888719.25,467065.58,77.56
Branch_9,East,14-02-2023,90,5355,Credit Cards,3461562.36,2284187.78,1177374.58,75.32
Branch_19,East,18-02-2024,15,4170,Credit Cards,3735198.31,1736492.3,1998706.01,79.16
Branch_19,Central,06-07-2024,97,3981,Credit Cards,1108637.98,573018.6,535619.38,99.28
Branch_7,West,02-12-2023,50,7429,Loans,2204752.86,1003345.79,1201407.07,89.38
Branch_19,Central,04-10-2023,52,4312,Insurance,4352254.15,387668.28,3964585.87,63.48
Branch_8,North,23-08-2023,67,1759,Credit Cards,2596430.19,3093595.04,-497164.85,90.46
Branch_9,Central,06-01-2023,19,3247,Deposits,1294143.72,2373656.75,-1079513.03,74.13
Branch_18,North,06-08-2023,35,1643,Deposits,627710.19,364759.15,262951.04,96.67
Branch_5,Central,20-06-2024,90,5902,Insurance,1437155.38,3161587.36,-1724431.98,62.83
Branch_10,East,12-10-2023,106,5824,Investments,766196.4,2328805.79,-1562609.39,85.98
Branch_7,East,11-03-2023,71,7643,Insurance,1601512.59,2965548.01,-1364035.42,92.14
Branch_12,West,03-02-2024,44,3128,Deposits,3790281.55,692237.41,3098044.14,86.66
Branch_13,East,28-02-2024,69,7643,Deposits,3658417.52,3894267.81,-235850.29,91.53
Branch_7,West,14-07-2023,113,2158,Deposits,3434100.67,207451.25,3226649.42,63.75
Branch_20,North,24-02-2024,43,2245,Investments,3786242.33,499016.29,3287226.04,73.73
Branch_3,West,08-09-2023,61,3240,Investments,4915725.96,3095193.84,1820532.12,98.64
Branch_1,West,28-10-2023,104,3903,Insurance,3231856.13,1506676.08,1725180.05,77.54
Branch_11,North,15-07-2023,87,1591,Loans,1376270.04,587146.52,789123.52,64.73
Branch_17,Central,05-07-2023,88,4782,Insurance,4030692.84,931529.47,3099163.37,91.81
Branch_18,Central,24-07-2023,32,1502,Credit Cards,1431244.24,2218957.42,-787713.18,92.95
Branch_10,South,23-10-2023,28,831,Insurance,2513101.5,2496099.02,17002.48,86.75
Branch_10,North,13-09-2023,52,3858,Credit Cards,771060.97,1498261.4,-727200.43,65.86
Branch_16,South,20-02-2023,57,6957,Loans,4041219.23,2093064.24,1948154.99,99.03
Branch_12,North,15-11-2023,115,3757,Investments,3534961.26,2848113.45,686847.81,89.36
Branch_15,West,12-11-2023,24,5583,Investments,3800233.73,3599784.93,200448.8,68.93
Branch_6,Central,06-03-2023,97,5020,Investments,2620635.43,154219.05,2466416.38,99.53
Branch_16,East,17-09-2023,54,4773,Investments,2458589.34,2536173.67,-77584.33,93.2
Branch_12,West,11-08-2024,65,7110,Credit Cards,3607784.19,1234154.75,2373629.44,96.07
Branch_16,Central,18-07-2024,48,6784,Deposits,687412.58,3030505.76,-2343093.18,96.13
Branch_9,East,24-05-2024,49,3698,Insurance,4558585.17,901212.03,3657373.14,67.15
Branch_9,West,08-03-2024,99,1148,Insurance,3375869.16,748254.5,2627614.66,89.22
Branch_15,South,15-01-2024,104,6052,Loans,2161247.52,2855370.91,-694123.39,87.81
Branch_4,South,23-09-2023,75,4986,Investments,1034694.8,1161918.08,-127223.28,62.06
Branch_13,West,08-09-2023,101,5552,Deposits,4860258.49,1083613.24,3776645.25,69.65
Branch_18,Central,24-04-2023,87,4775,Credit Cards,1249734.08,2920085.2,-1670351.12,90.28
Branch_8,Central,20-02-2023,73,7932,Deposits,752970.18,3082960.89,-2329990.71,90.2
Branch_9,East,09-07-2023,97,7508,Deposits,3551144.77,3600907.28,-49762.51,66.93
Branch_14,East,03-10-2023,59,5523,Loans,2674445.58,709731.13,1964714.45,92.69
Branch_15,South,04-03-2024,90,747,Insurance,1083462.59,3509846.57,-2426383.98,67.79
Branch_19,North,05-09-2023,99,7843,Loans,1925349.95,1950894.83,-25544.88,81.86
Branch_7,West,05-06-2024,39,1131,Insurance,1318354.88,2634492.11,-1316137.23,74.48
Branch_20,Central,01-10-2023,68,3494,Credit Cards,1602102.42,1155934.41,446168.01,71.29
Branch_5,South,09-08-2024,72,5697,Credit Cards,3872390.57,2787663.31,1084727.26,95.7
Branch_1,East,26-03-2024,87,5055,Credit Cards,2601158.19,1665824.69,935333.5,94.82
Branch_12,East,07-12-2023,26,3840,Insurance,2478237.14,2578100.75,-99863.61,66.26
Branch_8,Central,21-02-2023,23,2716,Deposits,4023438.34,1773607.96,2249830.38,95.75
Branch_13,North,16-04-2023,18,6625,Loans,4332485.63,3406301.68,926183.95,67.17
Branch_15,West,01-06-2023,19,961,Credit Cards,3077175.87,1334545.35,1742630.52,61.66
Branch_18,East,19-03-2024,65,7503,Credit Cards,1741971.6,1104873.25,637098.35,89.54
Branch_14,Central,24-02-2023,46,7496,Insurance,2092371.33,285629.27,1806742.06,71.18
Branch_17,Central,28-04-2023,99,6620,Deposits,750430.75,2126604.76,-1376174.01,74.94
Branch_20,North,12-03-2023,31,4392,Loans,2782054.05,884118.58,1897935.47,61.22
Branch_8,North,31-07-2023,83,4764,Investments,2400496.33,214420.44,2186075.89,90.47
Branch_4,North,24-09-2023,57,4359,Insurance,1874429.52,333684.46,1540745.06,77.97
Branch_20,South,03-07-2023,43,4024,Credit Cards,2174334.99,2918958.04,-744623.05,75.71
Branch_18,West,16-06-2024,44,2261,Deposits,3513143.74,2353654.06,1159489.68,68.87
Branch_20,North,11-08-2024,114,7478,Deposits,2893702.36,2230740.91,662961.45,64.71
Branch_14,Central,12-07-2024,44,4112,Loans,4095734.5,3503283.21,592451.29,69.4
Branch_5,East,28-09-2023,26,5831,Credit Cards,940730.52,384218.96,556511.56,73.6
Branch_3,West,28-02-2024,45,7913,Insurance,1142998.42,2178025.83,-1035027.41,65.39
Branch_14,West,23-04-2023,115,2235,Loans,929198.88,702097.55,227101.33,96.72
Branch_10,Central,26-01-2023,90,3864,Insurance,4549219.68,3816683.37,732536.31,84.8
Branch_5,South,23-05-2023,59,7201,Credit Cards,3273204.14,3272764.38,439.76,89.05
Branch_20,South,01-02-2024,99,7365,Loans,2072945.94,1669382.17,403563.77,85.53
Branch_16,Central,10-05-2024,50,7682,Loans,4353187.97,3590197.85,762990.12,97.06
Branch_12,West,30-08-2023,55,6161,Insurance,1127576.22,1656411.77,-528835.55,75.29
Branch_15,East,19-03-2024,54,4485,Loans,1525081.83,3789530.42,-2264448.59,92.54
Branch_4,East,08-12-2023,106,3889,Investments,4678782.37,596880.99,4081901.38,79.16
Branch_1,South,30-08-2023,117,3969,Loans,3248661.35,3362791.69,-114130.34,93.56
Branch_14,Central,27-03-2023,51,5719,Insurance,846206.5,1737938.17,-891731.67,74.37
Branch_11,Central,17-07-2024,62,5395,Insurance,2252567.53,327386.3,1925181.23,96.96
Branch_8,West,01-07-2024,37,2679,Deposits,2837028.46,1769327.49,1067700.97,62.56
Branch_9,West,01-07-2024,47,5090,Loans,2452156.5,3777909.63,-1325753.13,97.92
Branch_14,South,18-05-2024,62,3879,Investments,1390681.19,1815905.32,-425224.13,66.62
Branch_10,West,08-06-2023,84,4769,Investments,2872979.61,757420.22,2115559.39,67.9
Branch_2,East,04-08-2024,92,688,Deposits,1944574.55,562362.31,1382212.24,63.53
Branch_8,North,28-06-2023,39,2161,Credit Cards,760170.3,265066.03,495104.27,83.13
Branch_10,West,18-12-2023,43,7613,Insurance,3347983.98,366231.8,2981752.18,74.7
